timestamp,time_offset,power_w,gpu_clock_mhz,mem_clock_mhz,util_gpu_pct,util_mem_pct,util_pct,time_interval,energy_j
1773580706.2085502,0.000217437744140625,37.698,1290,877,0,0,0,0.01,0.37698000000000004
1773580706.220681,0.012348175048828125,37.698,1290,877,0,0,0,0.0121307373046875,0.4573045349121094
1773580706.2316093,0.023276567459106445,101.846,1290,877,0,0,0,0.01092839241027832,1.1130130534172058
1773580706.242994,0.034661293029785156,104.698,1290,877,0,0,0,0.011384725570678711,1.1919579977989196
1773580706.2544212,0.046088457107543945,104.698,1290,877,0,0,0,0.011427164077758789,1.1964012246131897
1773580706.2651339,0.05680108070373535,116.934,1290,877,27,23,27,0.010712623596191406,1.2526699275970459
1773580706.276506,0.06817317008972168,116.934,1290,877,27,23,27,0.011372089385986328,1.3297839002609253
1773580706.2873094,0.07897663116455078,117.421,1290,877,27,23,27,0.010803461074829102,1.268553202867508
1773580706.2986884,0.09035563468933105,117.421,1290,877,27,23,27,0.011379003524780273,1.3361339728832247
1773580706.309403,0.10107016563415527,122.369,1290,877,27,23,27,0.010714530944824219,1.311126437187195
1773580706.320784,0.11245131492614746,122.369,1290,877,27,23,27,0.011381149291992188,1.392699857711792
1773580706.3315027,0.1231698989868164,112.48,1290,877,27,23,27,0.010718584060668945,1.205626335144043
1773580706.3429239,0.13459110260009766,121.474,1290,877,27,23,27,0.01142120361328125,1.3873792877197266
1773580706.3543508,0.14601802825927734,121.474,1290,877,27,23,27,0.011426925659179688,1.3880743675231935
1773580706.3650713,0.1567385196685791,111.581,1290,877,27,23,27,0.010720491409301758,1.1962031519412994
1773580706.3764398,0.1681070327758789,111.581,1290,877,27,23,27,0.011368513107299805,1.2685100610256195
1773580706.3872368,0.17890405654907227,110.607,1290,877,27,23,27,0.01079702377319336,1.194226408481598
1773580706.3985991,0.19026637077331543,110.607,1290,877,27,23,27,0.011362314224243164,1.2567514894008636
1773580706.4093084,0.20097565650939941,123.181,1290,877,27,23,27,0.010709285736083984,1.3191805262565612
1773580706.4206731,0.2123403549194336,123.181,1290,877,27,23,27,0.01136469841003418,1.3999149148464203
1773580706.4314008,0.2230679988861084,123.343,1425,877,80,81,80,0.010727643966674805,1.3231797897815705
1773580706.4466438,0.2383110523223877,122.208,1425,877,80,81,80,0.015243053436279297,1.8628230743408203
1773580706.4580133,0.2496805191040039,122.208,1425,877,80,81,80,0.011369466781616211,1.3894397964477538
1773580706.4687061,0.2603733539581299,142.15,1425,877,80,81,80,0.010692834854125977,1.5199864745140077
1773580706.4800894,0.271756649017334,142.15,1425,877,80,81,80,0.011383295059204102,1.618135392665863
1773580706.4909463,0.28261351585388184,126.586,1425,877,80,81,80,0.010856866836547852,1.3743273453712463
1773580706.5023427,0.2940099239349365,127.072,1425,877,80,81,80,0.011396408081054688,1.4481643676757814
1773580706.5146072,0.3062744140625,127.072,1425,877,80,81,80,0.012264490127563477,1.5584732894897462
1773580706.5253167,0.3169839382171631,141.571,1425,877,80,81,80,0.010709524154663086,1.5161580440998077
1773580706.536674,0.3283412456512451,141.571,1425,877,80,81,80,0.011357307434082031,1.6078653707504271
1773580706.5473993,0.3390665054321289,138.837,1425,877,80,81,80,0.010725259780883789,1.4890628921985625
1773580706.5587485,0.3504157066345215,138.837,1425,877,80,81,80,0.011349201202392578,1.5756890473365783
1773580706.5694861,0.36115336418151855,121.076,1425,877,80,81,80,0.01073765754699707,1.3000726251602173
1773580706.5808644,0.3725316524505615,121.076,1425,877,80,81,80,0.011378288269042969,1.3776376304626463
1773580706.5916576,0.38332486152648926,123.1,1425,877,80,81,80,0.010793209075927734,1.328644037246704
1773580706.6030328,0.3947000503540039,133.705,1530,877,78,77,78,0.011375188827514648,1.5209196221828463
1773580706.6164148,0.4080820083618164,133.705,1530,877,78,77,78,0.0133819580078125,1.7892346954345706
1773580706.6271293,0.4187965393066406,141.085,1530,877,78,77,78,0.010714530944824219,1.511659598350525
1773580706.6385248,0.4301919937133789,141.085,1530,877,78,77,78,0.011395454406738281,1.6077276849746704
1773580706.6492407,0.44090795516967773,146.042,1530,877,78,77,78,0.010715961456298828,1.5649804430007934
1773580706.6606138,0.45228099822998047,146.042,1530,877,78,77,78,0.011373043060302734,1.660941954612732
1773580706.6713204,0.46298766136169434,158.688,1530,877,78,77,78,0.010706663131713867,1.6990189590454101
1773580706.6827126,0.4743797779083252,158.688,1530,877,78,77,78,0.01139211654663086,1.8077921905517578
1773580706.6935847,0.48525190353393555,158.897,1530,877,78,77,78,0.010872125625610352,1.727548145532608
1773580706.7049794,0.4966466426849365,146.528,1530,877,78,77,78,0.011394739151000977,1.669648338317871
1773580706.7163386,0.5080058574676514,146.528,1530,877,78,77,78,0.011359214782714844,1.6644430236816405
1773580706.7270508,0.5187180042266846,163.173,1530,877,78,77,78,0.010712146759033203,1.7479331231117248
1773580706.7384427,0.5301098823547363,163.173,1530,877,78,77,78,0.011391878128051758,1.8588469297885895
1773580706.7491903,0.5408575534820557,159.279,1530,877,78,77,78,0.010747671127319336,1.7118783094882966
1773580706.760565,0.5522322654724121,159.279,1530,877,78,77,78,0.011374711990356445,1.8117527511119842
1773580706.7712898,0.5629570484161377,141.571,1530,877,77,73,77,0.010724782943725586,1.5183182461261748
1773580706.7826378,0.5743050575256348,141.571,1530,877,77,73,77,0.01134800910949707,1.6065489976406098
1773580706.7935205,0.5851876735687256,138.077,1530,877,77,73,77,0.01088261604309082,1.5026389753818512
1773580706.804932,0.5965993404388428,156.359,1530,877,77,73,77,0.011411666870117188,1.7843168201446533
1773580706.816323,0.6079902648925781,156.359,1530,877,77,73,77,0.011390924453735352,1.7810735566616058
1773580706.8270357,0.6187028884887695,137.592,1530,877,77,73,77,0.010712623596191406,1.4739713058471682
1773580706.8384356,0.6301028728485107,137.592,1530,877,77,73,77,0.011399984359741211,1.5685466480255128
1773580706.8491354,0.6408026218414307,150.32,1530,877,77,73,77,0.010699748992919922,1.6083862686157226
1773580706.860509,0.6521761417388916,150.32,1530,877,77,73,77,0.011373519897460938,1.709667510986328
1773580706.8712234,0.6628906726837158,146.432,1530,877,77,73,77,0.010714530944824219,1.5689501953124998
1773580706.8826034,0.6742706298828125,146.432,1530,877,77,73,77,0.01137995719909668,1.6663898925781249
1773580706.893404,0.6850712299346924,137.501,1530,877,77,73,77,0.010800600051879883,1.4850933077335358
1773580706.9048264,0.6964936256408691,143.61,1530,877,77,73,77,0.011422395706176758,1.6403702473640442
1773580706.9163456,0.7080128192901611,143.61,1530,877,77,73,77,0.011519193649291992,1.654271399974823
1773580706.9270732,0.7187404632568359,144.487,1530,877,77,73,77,0.010727643966674805,1.5500050938129424
1773580706.938338,0.7300052642822266,144.487,1530,877,76,72,76,0.011264801025390625,1.6276173057556151
1773580706.9489248,0.7405920028686523,145.459,1530,877,76,72,76,0.010586738586425781,1.5399364080429077
1773580706.960127,0.7517943382263184,145.459,1530,877,76,72,76,0.011202335357666016,1.629480498790741
1773580706.9706814,0.7623486518859863,139.718,1530,877,76,72,76,0.010554313659667969,1.4746275959014892
1773580706.9818974,0.7735645771026611,139.718,1530,877,76,72,76,0.011215925216674805,1.5670666394233703
1773580706.9925108,0.7841780185699463,162.579,1530,877,76,72,76,0.010613441467285156,1.7255227003097535
1773580707.0037637,0.7954308986663818,160.739,1530,877,76,72,76,0.011252880096435547,1.8087766938209535
1773580707.0164235,0.8080906867980957,160.739,1530,877,76,72,76,0.012659788131713867,2.0349216845035554
