timestamp,time_offset,power_w,gpu_clock_mhz,mem_clock_mhz,util_gpu_pct,util_mem_pct,util_pct
1773840192.5634222,0.0002536773681640625,24.961,210,877,0,0,0
1773840192.61516,0.05199146270751953,29.831,210,877,27,1,27
1773840192.6711848,0.1080162525177002,27.883,210,877,27,1,27
1773840192.7251103,0.1619417667388916,27.883,210,877,27,1,27
1773840192.7766354,0.21346688270568848,27.883,210,877,27,1,27
1773840192.8279693,0.2648007869720459,27.883,210,877,100,0,100
1773840192.8792355,0.3160669803619385,27.883,210,877,100,0,100
1773840192.9305093,0.3673408031463623,27.883,210,877,100,0,100
1773840192.981963,0.4187943935394287,27.883,210,877,100,0,100
1773840193.0332332,0.470064640045166,27.883,210,877,100,0,100
1773840193.0845222,0.5213537216186523,27.883,210,877,100,0,100
1773840193.1358624,0.5726938247680664,27.396,210,877,100,0,100
1773840193.1871738,0.6240053176879883,39.572,210,877,100,0,100
1773840193.2386267,0.6754581928253174,43.926,210,877,100,0,100
1773840193.2965999,0.733431339263916,40.033,210,877,100,5,100
1773840193.3555043,0.7923357486724854,35.629,210,877,100,5,100
1773840193.416587,0.8534185886383057,28.333,210,877,100,5,100
1773840193.467909,0.904740571975708,27.846,210,877,100,2,100
1773840193.51921,0.9560415744781494,27.846,210,877,100,2,100
1773840193.5705483,1.0073797702789307,27.846,210,877,100,2,100
1773840193.6218522,1.0586836338043213,27.846,210,877,100,0,100
1773840193.6731377,1.109969139099121,27.846,210,877,100,0,100
1773840193.7259712,1.1628026962280273,27.846,210,877,100,0,100
1773840193.777291,1.2141225337982178,27.846,210,877,100,0,100
1773840193.828553,1.2653844356536865,27.846,210,877,100,0,100
1773840193.8798857,1.3167171478271484,27.865,210,877,100,0,100
1773840193.9311416,1.3679730892181396,38.061,210,877,100,0,100
1773840193.9824443,1.4192757606506348,43.44,210,877,100,1,100
1773840194.0383368,1.475168228149414,40.546,210,877,100,1,100
1773840194.098067,1.5348985195159912,39.572,210,877,100,1,100
1773840194.157494,1.5943255424499512,28.351,210,877,100,6,100
1773840194.2089138,1.6457452774047852,27.883,210,877,100,6,100
1773840194.2601938,1.6970252990722656,27.883,210,877,100,6,100
1773840194.3122196,1.7490510940551758,27.883,210,877,100,0,100
1773840194.3635163,1.8003478050231934,27.865,210,877,100,0,100
1773840194.414875,1.8517065048217773,27.883,210,877,100,0,100
1773840194.4662495,1.903080940246582,27.883,210,877,100,0,100
1773840194.5175655,1.9543969631195068,27.883,210,877,100,0,100
1773840194.5688493,2.005680799484253,27.883,210,877,100,0,100
1773840194.6201565,2.056988000869751,27.883,210,877,100,0,100
1773840194.6714356,2.108267068862915,32.266,210,877,100,0,100
1773840194.7228365,2.15966796875,41.493,210,877,100,0,100
1773840194.7801604,2.216991901397705,43.44,210,877,100,0,100
1773840194.840845,2.277676582336426,41.006,210,877,100,5,100
1773840194.9004872,2.3373186588287354,29.831,210,877,100,5,100
1773840194.9522274,2.389058828353882,27.883,210,877,100,5,100
1773840195.003607,2.4404385089874268,27.883,210,877,100,2,100
1773840195.054969,2.491800546646118,27.883,210,877,100,2,100
1773840195.1063685,2.5432000160217285,27.883,210,877,100,2,100
1773840195.157709,2.5945403575897217,27.883,210,877,100,0,100
1773840195.2100315,2.6468629837036133,27.883,210,877,100,0,100
1773840195.261413,2.698244571685791,27.883,210,877,100,0,100
1773840195.3128467,2.749678134918213,27.883,210,877,100,0,100
1773840195.3642998,2.801131248474121,27.883,210,877,100,0,100
1773840195.4157214,2.852552890777588,27.396,210,877,100,0,100
1773840195.4670434,2.9038748741149902,39.572,210,877,100,1,100
1773840195.5228753,2.9597067832946777,43.926,210,877,100,1,100
1773840195.583998,3.020829439163208,40.059,210,877,100,1,100
1773840195.642531,3.079362392425537,32.266,210,877,100,6,100
1773840195.702147,3.1389784812927246,27.883,210,877,100,6,100
1773840195.7535865,3.190418004989624,27.883,210,877,100,6,100
1773840195.804896,3.241727590560913,27.883,210,877,100,0,100
1773840195.8562074,3.293038845062256,27.883,210,877,100,0,100
1773840195.9075408,3.344372272491455,27.883,210,877,100,0,100
1773840195.9589043,3.395735740661621,27.883,210,877,100,0,100
1773840196.0103126,3.447144031524658,27.883,210,877,100,0,100
1773840196.061632,3.4984633922576904,27.883,210,877,100,0,100
1773840196.11295,3.549781560897827,27.883,210,877,100,0,100
1773840196.1642444,3.6010758876800537,27.883,210,877,100,0,100
1773840196.2162905,3.6531219482421875,39.085,210,877,100,0,100
1773840196.2676022,3.7044336795806885,43.926,210,877,100,0,100
1773840196.3255763,3.7624077796936035,40.059,210,877,100,4,100
1773840196.384981,3.821812391281128,40.059,210,877,100,4,100
1773840196.4455452,3.8823766708374023,28.37,210,877,100,4,100
1773840196.496798,3.9336295127868652,27.883,210,877,100,3,100
1773840196.548114,3.98494553565979,27.883,210,877,100,3,100
1773840196.5993872,4.036218643188477,27.883,210,877,100,3,100
1773840196.6507385,4.087569952011108,27.883,210,877,100,0,100
1773840196.7020428,4.138874292373657,27.883,210,877,100,0,100
1773840196.7548537,4.191685199737549,27.883,210,877,100,0,100
1773840196.8061452,4.242976665496826,27.883,210,877,100,0,100
1773840196.8574448,4.294276237487793,27.883,210,877,100,0,100
1773840196.9087698,4.345601320266724,27.883,210,877,100,0,100
1773840196.9600604,4.396891832351685,36.65,210,877,100,0,100
1773840197.0113368,4.4481682777404785,42.466,210,877,100,1,100
1773840197.066717,4.5035483837127686,41.52,210,877,100,1,100
1773840197.126684,4.5635154247283936,39.572,210,877,100,1,100
1773840197.1874158,4.624247312545776,28.857,210,877,100,6,100
1773840197.2387857,4.675617218017578,27.883,210,877,100,6,100
1773840197.2900755,4.726907014846802,27.883,210,877,100,6,100
1773840197.3413365,4.778167963027954,27.883,210,877,100,0,100
1773840197.3926284,4.82945990562439,27.883,210,877,100,0,100
