timestamp,time_offset,power_w,gpu_clock_mhz,mem_clock_mhz,util_gpu_pct,util_mem_pct,util_pct
1773836262.2171214,0.0002391338348388672,24.961,210,877,0,0,0
1773836262.2687924,0.0519101619720459,30.318,210,877,0,0,0
1773836262.3201513,0.10326910018920898,27.883,210,877,27,1,27
1773836262.3737376,0.15685534477233887,27.883,210,877,27,1,27
1773836262.4250798,0.20819759368896484,27.883,210,877,27,1,27
1773836262.4764328,0.2595505714416504,27.883,210,877,100,0,100
1773836262.5277472,0.3108649253845215,27.883,210,877,100,0,100
1773836262.5790756,0.36219334602355957,27.883,210,877,100,0,100
1773836262.6304414,0.4135591983795166,27.883,210,877,100,0,100
1773836262.6817522,0.46486997604370117,27.883,210,877,100,0,100
1773836262.7329934,0.5161111354827881,27.883,210,877,100,0,100
1773836262.7842915,0.5674092769622803,27.396,210,877,100,0,100
1773836262.8355353,0.6186530590057373,39.085,210,877,100,0,100
1773836262.886848,0.6699657440185547,43.926,210,877,100,0,100
1773836262.945068,0.7281856536865234,40.059,210,877,100,5,100
1773836263.0044518,0.787569522857666,39.572,210,877,100,5,100
1773836263.064363,0.8474807739257812,27.883,210,877,100,5,100
1773836263.1156209,0.8987386226654053,27.883,210,877,100,2,100
1773836263.166906,0.950023889541626,27.883,210,877,100,2,100
1773836263.2181616,1.001279354095459,27.883,210,877,100,2,100
1773836263.2694857,1.0526034832000732,27.883,210,877,100,2,100
1773836263.3211083,1.1042261123657227,27.883,210,877,100,0,100
1773836263.3725142,1.1556320190429688,27.883,210,877,100,0,100
1773836263.4237614,1.2068791389465332,27.883,210,877,100,0,100
1773836263.4764254,1.2595431804656982,27.883,210,877,100,0,100
1773836263.52771,1.3108277320861816,27.883,210,877,100,0,100
1773836263.5790324,1.3621501922607422,36.163,210,877,100,0,100
1773836263.630292,1.41340970993042,42.953,210,877,100,1,100
1773836263.6890862,1.4722039699554443,41.033,210,877,100,1,100
1773836263.7472913,1.5304090976715088,39.572,210,877,100,1,100
1773836263.808122,1.5912396907806396,28.37,210,877,100,6,100
1773836263.8593802,1.6424980163574219,27.883,210,877,100,6,100
1773836263.910646,1.6937637329101562,27.883,210,877,100,6,100
1773836263.9619021,1.7450199127197266,27.883,210,877,100,0,100
1773836264.0131388,1.7962565422058105,27.883,210,877,100,0,100
1773836264.0644214,1.8475391864776611,27.883,210,877,100,0,100
1773836264.115659,1.8987767696380615,27.883,210,877,100,0,100
1773836264.166903,1.9500207901000977,27.883,210,877,100,0,100
1773836264.2190313,2.0021491050720215,27.883,210,877,100,0,100
1773836264.270313,2.0534307956695557,27.883,210,877,100,0,100
1773836264.3215854,2.104703187942505,27.883,210,877,100,0,100
1773836264.372862,2.155979871749878,41.006,210,877,100,0,100
1773836264.431837,2.2149548530578613,43.44,210,877,100,0,100
1773836264.4931147,2.2762324810028076,41.033,210,877,100,5,100
1773836264.5527568,2.335874557495117,30.318,210,877,100,5,100
1773836264.6067617,2.3898794651031494,27.883,210,877,100,5,100
1773836264.658029,2.4411468505859375,27.883,210,877,100,2,100
1773836264.709285,2.4924027919769287,27.883,210,877,100,2,100
1773836264.760535,2.5436527729034424,27.883,210,877,100,2,100
