timestamp,time_offset,power_w,gpu_clock_mhz,mem_clock_mhz,util_gpu_pct,util_mem_pct,util_pct
1773842470.5710382,0.0002560615539550781,33.24,1050,877,0,0,0
1773842470.6227355,0.05195331573486328,63.354,1050,877,0,0,0
1773842470.6741827,0.10340046882629395,103.588,1050,877,33,1,33
1773842470.7254984,0.15471625328063965,98.18,1050,877,33,1,33
1773842470.776905,0.20612287521362305,70.163,1050,877,33,1,33
1773842470.8281963,0.2574141025543213,119.054,1050,877,100,8,100
1773842470.882822,0.312039852142334,78.866,1050,877,100,8,100
1773842470.934068,0.36328577995300293,72.109,1050,877,100,8,100
1773842470.9853263,0.41454410552978516,140.806,1050,877,100,8,100
1773842471.0366397,0.46585750579833984,65.299,1050,877,100,8,100
1773842471.0879056,0.5171234607696533,75.95,1050,877,100,8,100
1773842471.1422327,0.5714504718780518,153.318,1050,877,100,8,100
1773842471.1935256,0.6227433681488037,65.699,1050,877,100,8,100
1773842471.2448685,0.674086332321167,79.734,1050,877,100,8,100
1773842471.296125,0.7253427505493164,146.919,1050,877,100,8,100
1773842471.3473957,0.7766134738922119,66.671,1050,877,100,8,100
1773842471.3987877,0.8280055522918701,90.413,1050,877,100,8,100
1773842471.450219,0.879436731338501,136.26,1050,877,100,8,100
1773842471.5029364,0.9321541786193848,68.128,1050,877,100,7,100
1773842471.554246,0.9834637641906738,100.607,1050,877,100,7,100
1773842471.6054773,1.0346951484680176,107.889,1050,877,100,7,100
1773842471.656802,1.08601975440979,70.65,1050,877,100,7,100
1773842471.7080822,1.1373000144958496,122.938,1050,877,100,7,100
1773842471.7597108,1.1889286041259766,66.714,1050,877,100,7,100
1773842471.8109667,1.2401845455169678,73.52,1050,877,100,7,100
1773842471.8631794,1.2923972606658936,150.508,1050,877,100,7,100
1773842471.91446,1.3436777591705322,65.786,1050,877,100,7,100
1773842471.9657578,1.3949756622314453,78.866,1050,877,100,7,100
1773842472.0170503,1.446268081665039,149.924,1050,877,100,7,100
1773842472.0683904,1.4976081848144531,66.758,1050,877,100,7,100
1773842472.1198199,1.5490376949310303,87.13,1050,877,100,7,100
1773842472.171133,1.6003508567810059,141.776,1050,877,100,7,100
1773842472.2251306,1.654348373413086,67.245,1050,877,100,7,100
1773842472.2765338,1.705751657485962,93.935,1050,877,100,7,100
1773842472.32786,1.757077932357788,124.312,1050,877,100,7,100
1773842472.379216,1.8084337711334229,68.704,1050,877,100,7,100
1773842472.4305184,1.8597362041473389,107.474,1050,877,100,7,100
1773842472.4845195,1.9137372970581055,111.36,1050,877,100,7,100
1773842472.5358143,1.9650321006774902,70.163,1050,877,100,7,100
1773842472.5871255,2.016343355178833,123.909,1050,877,100,7,100
1773842472.6384223,2.0676400661468506,62.867,1050,877,100,7,100
1773842472.68973,2.118947744369507,74.541,1050,877,100,8,100
1773842472.7410955,2.1703133583068848,157.196,1050,877,100,8,100
1773842472.7924314,2.221649169921875,65.786,1050,877,100,8,100
1773842472.8460522,2.2752699851989746,77.459,1050,877,100,8,100
1773842472.8973958,2.326613664627075,152.348,1050,877,100,8,100
1773842472.94877,2.377987861633301,66.272,1050,877,100,8,100
1773842473.0001028,2.4293205738067627,84.699,1050,877,100,8,100
1773842473.051432,2.480649709701538,144.687,1050,877,100,8,100
1773842473.1029284,2.5321462154388428,67.731,1050,877,100,8,100
1773842473.1542687,2.583486557006836,104.074,1050,877,100,8,100
1773842473.2064428,2.6356606483459473,64.813,1050,877,100,8,100
1773842473.257771,2.6869888305664062,68.128,1050,877,100,8,100
1773842473.309098,2.7383158206939697,131.987,1050,877,100,8,100
1773842473.3604035,2.789621353149414,65.299,1050,877,100,7,100
1773842473.411656,2.8408737182617188,64.284,1050,877,100,7,100
1773842473.4629798,2.892197608947754,169.205,1050,877,100,7,100
1773842473.5142534,2.9434711933135986,66.272,1050,877,100,7,100
1773842473.567572,2.9967899322509766,64.326,1050,877,100,7,100
1773842473.61886,3.0480778217315674,162.422,1050,877,100,7,100
1773842473.6721277,3.1013455390930176,66.272,1050,877,100,7,100
1773842473.723415,3.152632713317871,64.326,1050,877,100,7,100
1773842473.7746508,3.2038686275482178,164.36,1050,877,100,7,100
1773842473.8317182,3.2609360218048096,66.228,1050,877,100,7,100
1773842473.8830452,3.312263011932373,64.284,1050,877,100,7,100
1773842473.9342835,3.3635013103485107,168.125,1050,877,100,7,100
1773842473.9920855,3.4213032722473145,66.272,1050,877,100,7,100
1773842474.043374,3.4725918769836426,64.326,1050,877,100,7,100
1773842474.0946321,3.5238499641418457,163.499,1050,877,100,7,100
1773842474.154023,3.5832407474517822,65.786,1050,877,100,7,100
1773842474.2053492,3.6345670223236084,64.326,1050,877,100,7,100
1773842474.2566597,3.685877561569214,164.844,1050,877,100,7,100
1773842474.3129313,3.7421491146087646,65.786,1050,877,100,7,100
1773842474.3643155,3.7935333251953125,64.242,1050,877,100,7,100
1773842474.4155526,3.8447704315185547,166.298,1050,877,100,7,100
1773842474.4747133,3.903931140899658,65.742,1050,877,100,7,100
1773842474.5260503,3.955268144607544,64.284,1050,877,100,7,100
1773842474.577305,4.00652289390564,139.351,1050,877,100,7,100
1773842474.634854,4.064071893692017,65.786,1050,877,100,7,100
1773842474.686145,4.115362882614136,64.326,1050,877,100,7,100
1773842474.7374823,4.166700124740601,132.559,1050,877,100,7,100
1773842474.7951736,4.224391460418701,65.256,1050,877,100,7,100
1773842474.8464587,4.275676488876343,64.326,1050,877,100,7,100
1773842474.8977478,4.326965570449829,118.491,1050,877,100,7,100
1773842474.9568555,4.386073350906372,65.299,1050,877,100,7,100
1773842475.0082803,4.437498092651367,62.381,1050,877,100,7,100
1773842475.0595655,4.488783359527588,126.336,1050,877,100,7,100
1773842475.114498,4.543715715408325,65.299,1050,877,100,7,100
1773842475.1658263,4.595044136047363,64.326,1050,877,100,7,100
1773842475.2171113,4.646329164505005,144.202,1050,877,100,7,100
1773842475.268517,4.697734832763672,65.786,1050,877,100,7,100
1773842475.319767,4.7489848136901855,64.326,1050,877,100,7,100
1773842475.37303,4.802247762680054,169.205,1050,877,100,7,100
1773842475.4242663,4.853484153747559,66.272,1050,877,100,7,100
1773842475.4755404,4.9047582149505615,64.813,1050,877,100,7,100
1773842475.5267794,4.9559972286224365,162.906,1050,877,100,7,100
1773842475.5780175,5.007235288619995,67.731,1050,877,100,7,100
1773842475.6293092,5.058526992797852,64.326,1050,877,100,7,100
1773842475.6805973,5.1098151206970215,163.499,1050,877,100,7,100
1773842475.7373607,5.166578531265259,67.245,1050,877,100,7,100
1773842475.7885897,5.2178075313568115,64.813,1050,877,100,7,100
1773842475.8398066,5.26902437210083,160.105,1050,877,100,7,100
1773842475.8912022,5.320420026779175,69.19,1050,877,100,7,100
1773842475.9424129,5.371630668640137,64.326,1050,877,100,7,100
1773842475.994602,5.4238197803497314,155.742,1050,877,100,8,100
1773842476.0458243,5.475042104721069,70.65,1050,877,100,8,100
1773842476.0970657,5.526283502578735,64.813,1050,877,100,8,100
1773842476.148307,5.577524900436401,155.742,1050,877,100,8,100
