timestamp,time_offset,power_w,gpu_clock_mhz,mem_clock_mhz,util_gpu_pct,util_mem_pct,util_pct
1773838425.7268677,0.000247955322265625,24.961,210,877,0,0,0
1773838425.7784164,0.051796674728393555,30.805,210,877,0,0,0
1773838425.829731,0.10311126708984375,27.883,210,877,31,1,31
1773838425.8810418,0.15442204475402832,27.883,210,877,31,1,31
1773838425.932322,0.2057023048400879,27.883,210,877,31,1,31
1773838425.9835773,0.2569575309753418,27.883,210,877,100,0,100
1773838426.0349746,0.30835485458374023,27.883,210,877,100,0,100
1773838426.086249,0.35962939262390137,27.883,210,877,100,0,100
1773838426.1375082,0.4108884334564209,27.883,210,877,100,0,100
1773838426.1887915,0.4621717929840088,27.883,210,877,100,0,100
1773838426.2401733,0.5135536193847656,27.883,210,877,100,0,100
1773838426.291473,0.5648531913757324,27.883,210,877,100,0,100
1773838426.3427567,0.6161370277404785,39.085,210,877,100,0,100
1773838426.3941295,0.6675097942352295,43.926,210,877,100,0,100
1773838426.4493556,0.7227358818054199,40.006,210,877,100,5,100
1773838426.5088515,0.7822318077087402,39.494,210,877,100,5,100
1773838426.5685155,0.8418958187103271,28.333,210,877,100,5,100
1773838426.6198533,0.8932335376739502,27.883,210,877,100,5,100
1773838426.6712527,0.9446330070495605,27.883,210,877,100,2,100
1773838426.7226307,0.9960110187530518,27.883,210,877,100,2,100
1773838426.7740312,1.0474114418029785,27.883,210,877,100,2,100
1773838426.825361,1.0987412929534912,27.883,210,877,100,0,100
1773838426.8770137,1.1503939628601074,27.883,210,877,100,0,100
1773838426.9283488,1.2017290592193604,27.883,210,877,100,0,100
1773838426.979643,1.253023386001587,27.883,210,877,100,0,100
1773838427.0309677,1.3043479919433594,27.883,210,877,100,0,100
1773838427.0823529,1.3557331562042236,34.702,210,877,100,0,100
1773838427.1336942,1.4070744514465332,42.494,210,877,100,1,100
1773838427.1905367,1.4639170169830322,41.98,210,877,100,1,100
1773838427.2499,1.523280382156372,39.572,210,877,100,1,100
1773838427.3104863,1.5838665962219238,29.344,210,877,100,6,100
1773838427.3617744,1.6351547241210938,27.883,210,877,100,6,100
1773838427.4130695,1.6864497661590576,27.883,210,877,100,6,100
1773838427.46437,1.7377502918243408,27.883,210,877,100,0,100
1773838427.5156379,1.789018154144287,27.883,210,877,100,0,100
1773838427.566939,1.8403193950653076,27.883,210,877,100,0,100
1773838427.618312,1.8916921615600586,27.883,210,877,100,0,100
1773838427.669578,1.9429583549499512,27.865,210,877,100,0,100
1773838427.7208796,1.9942598342895508,27.846,210,877,100,0,100
1773838427.7721446,2.045524835586548,27.865,210,877,100,0,100
1773838427.8234136,2.0967938899993896,26.909,210,877,100,0,100
1773838427.8748693,2.148249626159668,40.033,210,877,100,0,100
1773838427.9316087,2.204988956451416,43.926,210,877,100,0,100
1773838427.9936755,2.2670557498931885,40.519,210,877,100,5,100
1773838428.051909,2.325289249420166,31.779,210,877,100,5,100
1773838428.1106355,2.3840157985687256,27.883,210,877,100,5,100
1773838428.1631615,2.436541795730591,27.883,210,877,100,2,100
1773838428.2144341,2.487814426422119,27.883,210,877,100,2,100
1773838428.265756,2.5391361713409424,27.883,210,877,100,2,100
1773838428.3170607,2.5904409885406494,27.883,210,877,100,0,100
