timestamp,time_offset,power_w,gpu_clock_mhz,mem_clock_mhz,util_gpu_pct,util_mem_pct,util_pct,time_interval,energy_j
1773670075.6911108,0.00021505355834960938,43.411,1290,877,0,0,0,0.01,0.43411
1773670075.7028592,0.011963367462158203,81.783,1290,877,0,0,0,0.011748313903808594,0.9608123559951782
1773670075.7143004,0.023404598236083984,81.783,1290,877,0,0,0,0.011441230773925781,0.9356981763839722
1773670075.725044,0.034148216247558594,129.163,1290,877,0,0,0,0.01074361801147461,1.3876779332160951
1773670075.7364702,0.04557442665100098,129.163,1290,877,0,0,0,0.011426210403442383,1.4758436143398286
1773670075.747295,0.05639910697937012,125.684,1290,877,0,0,0,0.01082468032836914,1.3604891223907472
1773670075.7586706,0.06777477264404297,125.767,1290,877,0,0,0,0.011375665664672852,1.4306833436489104
1773670075.7700548,0.07915902137756348,125.767,1290,877,0,0,0,0.011384248733520508,1.4317628104686737
1773670075.7807841,0.08988833427429199,127.708,1290,877,0,0,0,0.010729312896728516,1.3702190914154053
1773670075.7921422,0.10124635696411133,127.708,1290,877,0,0,0,0.011358022689819336,1.4505103616714476
1773670075.8028345,0.1119387149810791,125.282,1425,877,56,54,56,0.010692358016967773,1.3395599970817567
1773670075.8142319,0.1233360767364502,125.282,1425,877,56,54,56,0.011397361755371094,1.4278842754364014
1773670075.8249362,0.13404035568237305,143.527,1425,877,56,54,56,0.010704278945922852,1.536353044271469
1773670075.8362908,0.14539504051208496,143.527,1425,877,56,54,56,0.011354684829711914,1.6297038495540617
1773670075.8469994,0.15610361099243164,146.531,1425,877,56,54,56,0.01070857048034668,1.5691375410556794
1773670075.8584104,0.16751456260681152,142.747,1425,877,56,54,56,0.011410951614379883,1.6288791100978852
1773670075.8703911,0.17949533462524414,142.747,1425,877,56,54,56,0.011980772018432617,1.710219263315201
1773670075.881095,0.1901991367340088,139.651,1425,877,56,54,56,0.010703802108764648,1.494796668291092
1773670075.8924885,0.20159268379211426,139.651,1425,877,56,54,56,0.011393547058105469,1.591120240211487
1773670075.9032013,0.21230554580688477,144.012,1425,877,56,54,56,0.010712862014770508,1.5427806844711305
1773670075.9145935,0.22369766235351562,144.012,1425,877,56,54,56,0.01139211654663086,1.6406014881134032
1773670075.925325,0.23442912101745605,145.561,1425,877,56,54,56,0.01073145866394043,1.562081854581833
1773670075.9367006,0.2458047866821289,145.561,1425,877,56,54,56,0.011375665664672852,1.6558532698154451
1773670075.9474068,0.25651097297668457,146.919,1425,877,56,54,56,0.010706186294555664,1.5729421842098237
1773670075.9588141,0.26791834831237793,140.228,1425,877,56,54,56,0.01140737533569336,1.5996334285736085
1773670075.9705327,0.27963685989379883,140.228,1530,877,85,85,85,0.011718511581420898,1.6432634420394898
1773670075.9811492,0.2902534008026123,160.696,1530,877,85,85,85,0.010616540908813477,1.7060356578826905
1773670075.9923792,0.3014833927154541,160.696,1530,877,85,85,85,0.011229991912841797,1.8046147804260253
1773670076.0029671,0.3120713233947754,166.408,1530,877,85,85,85,0.010587930679321289,1.761916368484497
1773670076.014233,0.3233373165130615,166.408,1530,877,85,85,85,0.011265993118286133,1.8747513828277587
1773670076.0248134,0.33391761779785156,165.813,1530,877,85,85,85,0.010580301284790039,1.7543514969348906
1773670076.0360744,0.34517860412597656,165.813,1530,877,85,85,85,0.011260986328125,1.8672179260253905
1773670076.0467455,0.3558497428894043,163.014,1530,877,85,85,85,0.010671138763427734,1.7395450143814088
1773670076.058045,0.36714911460876465,163.014,1530,877,85,85,85,0.011299371719360352,1.8419557814598084
1773670076.068919,0.3780231475830078,153.803,1530,877,85,85,85,0.010874032974243164,1.6724588935375213
1773670076.0801964,0.3893005847930908,162.044,1530,877,85,85,85,0.011277437210083008,1.8274410352706911
1773670076.0914245,0.4005286693572998,162.044,1530,877,85,85,85,0.011228084564208984,1.8194437351226809
1773670076.102031,0.411135196685791,160.272,1530,877,85,85,85,0.010606527328491211,1.6999293479919433
1773670076.1132762,0.4223804473876953,160.272,1530,877,85,85,85,0.011245250701904297,1.8022988204956054
1773670076.1239252,0.4330294132232666,161.937,1530,877,85,85,85,0.010648965835571289,1.724461580514908
1773670076.1351376,0.4442417621612549,161.937,1530,877,86,82,86,0.011212348937988281,1.8156941499710084
1773670076.1457229,0.45482707023620605,157.093,1530,877,86,82,86,0.010585308074951172,1.6628778014183043
1773670076.1572077,0.4663119316101074,157.093,1530,877,86,82,86,0.011484861373901367,1.8041913278102875
1773670076.1677744,0.47687864303588867,154.186,1530,877,86,82,86,0.01056671142578125,1.629238967895508
1773670076.1790462,0.48815035820007324,163.551,1530,877,86,82,86,0.01127171516418457,1.8435002868175505
1773670076.1914988,0.5006029605865479,163.551,1530,877,86,82,86,0.01245260238647461,2.0366355729103085
1773670076.2021334,0.511237621307373,159.031,1530,877,86,82,86,0.010634660720825195,1.6912407290935516
1773670076.2133515,0.5224556922912598,159.031,1530,877,86,82,86,0.011218070983886719,1.784021046638489
1773670076.223917,0.5330212116241455,157.957,1530,877,86,82,86,0.010565519332885742,1.6688977372646332
1773670076.2351282,0.5442323684692383,157.957,1530,877,86,82,86,0.011211156845092773,1.7708807017803192
1773670076.2457104,0.5548145771026611,158.166,1530,877,86,82,86,0.010582208633422852,1.6737456107139588
1773670076.2570844,0.5661885738372803,158.166,1530,877,86,82,86,0.01137399673461914,1.7989795675277709
1773670076.2676501,0.5767543315887451,166.188,1530,877,86,82,86,0.010565757751464844,1.7559021492004394
1773670076.2789195,0.5880236625671387,164.844,1530,877,86,82,86,0.011269330978393555,1.857681595802307
1773670076.29171,0.6008141040802002,164.844,1530,877,86,82,86,0.012790441513061523,2.1084275407791138
1773670076.3022835,0.6113877296447754,159.515,1530,877,85,81,85,0.010573625564575195,1.6866518819332121
1773670076.3135102,0.6226143836975098,159.515,1530,877,85,81,85,0.011226654052734375,1.7908197212219237
1773670076.324086,0.6331901550292969,160.105,1530,877,85,81,85,0.01057577133178711,1.693233869075775
1773670076.3353343,0.6444385051727295,160.105,1530,877,85,81,85,0.011248350143432617,1.8009170997142792
1773670076.3459148,0.6550190448760986,169.205,1530,877,85,81,85,0.01058053970336914,1.7902802205085755
1773670076.3572419,0.6663460731506348,169.205,1530,877,85,81,85,0.011327028274536133,1.9165898191928865
1773670076.3678539,0.6769580841064453,168.236,1530,877,85,81,85,0.010612010955810547,1.785322275161743
1773670076.3791063,0.6882104873657227,168.236,1530,877,85,81,85,0.011252403259277344,1.893059314727783
1773670076.3898172,0.6989214420318604,168.832,1530,877,85,81,85,0.010710954666137695,1.8083518981933593
1773670076.4010322,0.7101364135742188,157.957,1530,877,85,81,85,0.011214971542358398,1.7714832599163055
1773670076.4122899,0.7213940620422363,157.957,1530,877,85,81,85,0.011257648468017578,1.7782243790626526
1773670076.4228656,0.7319698333740234,170.545,1530,877,85,81,85,0.01057577133178711,1.8036449217796324
1773670076.434151,0.7432551383972168,170.545,1530,877,85,81,85,0.01128530502319336,1.9246523451805113
1773670076.4447212,0.7538254261016846,168.981,1530,877,85,81,85,0.010570287704467773,1.7861777865886688
1773670076.4559438,0.7650480270385742,168.981,1530,877,85,81,85,0.011222600936889648,1.8964063289165496
