timestamp,time_offset,power_w,gpu_clock_mhz,mem_clock_mhz,util_gpu_pct,util_mem_pct,time_interval,energy_j,phase,event,request_id,ttft_s,total_duration_s,prompt_tokens,output_tokens,input_length,total_energy_j,j_per_output_token
1773753177.3974178,0.0001354217529296875,61.529,1530.0,877.0,86.0,89.01863098144531,0.05,3.0764500000000004,prefill,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753177.4487517,0.05146932601928711,264.564,1530.0,877.0,86.0,89.02473449707031,0.05133390426635742,13.581103048324586,prefill,TTFT,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753177.5000098,0.10272741317749023,197.304,1530.0,877.0,70.0,89.02473449707031,0.051258087158203125,10.11342562866211,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753177.5513096,0.15402722358703613,195.98,1530.0,877.0,70.0,89.02473449707031,0.0512998104095459,10.053736844062804,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753177.6025739,0.2052915096282959,195.011,1530.0,877.0,70.0,89.02473449707031,0.051264286041259766,9.997099685192108,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753177.6539006,0.2566182613372803,182.647,1530.0,877.0,97.0,89.02473449707031,0.051326751708984375,9.374677219390868,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753177.7052727,0.30799031257629395,177.558,1530.0,877.0,97.0,89.02473449707031,0.05137205123901367,9.121518673896789,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753177.7567916,0.3595092296600342,177.19,1530.0,877.0,97.0,89.02473449707031,0.051518917083740234,9.128636918067931,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753177.8080943,0.4108119010925293,178.043,1530.0,877.0,85.0,89.02473449707031,0.05130267143249512,9.13408152985573,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753177.859343,0.46206068992614746,177.558,1530.0,877.0,85.0,89.02473449707031,0.051248788833618164,9.099632447719573,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753177.9106374,0.513355016708374,174.164,1530.0,877.0,85.0,89.02473449707031,0.05129432678222656,8.933625129699706,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753177.9618993,0.5646169185638428,176.104,1530.0,877.0,85.0,89.02473449707031,0.05126190185546875,9.02742596435547,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753178.013215,0.6159327030181885,175.619,1530.0,877.0,86.0,89.02473449707031,0.0513157844543457,9.012026750087738,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753178.0644937,0.6672112941741943,177.558,1530.0,877.0,86.0,89.02473449707031,0.05127859115600586,9.104924088478088,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753178.1157966,0.7185142040252686,175.619,1530.0,877.0,86.0,89.02473449707031,0.05130290985107422,9.009765725135804,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753178.167058,0.7697756290435791,177.558,1530.0,877.0,85.0,89.02473449707031,0.05126142501831055,9.101876103401183,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753178.2199235,0.822641134262085,175.25,1530.0,877.0,85.0,89.02473449707031,0.05286550521850586,9.264679789543152,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753178.2711995,0.8739171028137207,176.588,1530.0,877.0,85.0,89.02473449707031,0.05127596855163574,9.054720734596252,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
1773753178.322456,0.9251735210418701,173.309,1530.0,877.0,84.0,89.02473449707031,0.051256418228149414,8.883198586702347,decode,,req-039c0af8-91e4-4623-a31a-c086f6426a88,0.05594882199966378,3.33352845599984,164,128,512,590.1669466201781,4.610679270470142
