timestamp,time_offset,power_w,gpu_clock_mhz,mem_clock_mhz,util_gpu_pct,util_mem_pct,time_interval,energy_j,phase,event,request_id,ttft_s,total_duration_s,prompt_tokens,output_tokens,total_energy_j,j_per_output_token
1773750654.484209,0.00019931793212890625,114.35,1200.0,877.0,52.0,89.01863098144531,0.05,5.7175,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750654.535742,0.05173230171203613,85.784,1200.0,877.0,85.0,90.35530090332031,0.05153298377990723,4.4207054805755615,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750654.588391,0.10438132286071777,109.976,1200.0,877.0,85.0,90.35530090332031,0.05264902114868164,5.790128749847412,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750654.6396554,0.15564560890197754,178.645,1200.0,877.0,85.0,90.35530090332031,0.051264286041259766,9.15810837984085,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750654.6948357,0.21082592010498047,171.854,1200.0,877.0,85.0,90.35530090332031,0.05518031120300293,9.482957201480867,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750654.746095,0.2620851993560791,92.112,1200.0,877.0,100.0,90.35530090332031,0.05125927925109863,4.721594730377197,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750654.7973292,0.31331944465637207,113.378,1200.0,877.0,100.0,90.35530090332031,0.05123424530029297,5.808836263656616,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750654.8506331,0.3666234016418457,193.556,1200.0,877.0,100.0,90.35530090332031,0.05330395698547363,10.317300698280334,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750654.9018745,0.4178647994995117,134.191,1200.0,877.0,100.0,90.35530090332031,0.051241397857666016,6.876134419918061,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750654.9531028,0.46909308433532715,94.97,1200.0,877.0,100.0,90.35530090332031,0.05122828483581543,4.865150210857391,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750655.0043452,0.5203354358673096,126.988,1200.0,877.0,100.0,90.35530090332031,0.05124235153198242,6.507163736343384,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750655.0555873,0.5715775489807129,212.808,1200.0,877.0,100.0,90.35530090332031,0.05124211311340332,10.904731607437133,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750655.1068385,0.6228287220001221,89.191,1200.0,877.0,100.0,90.35530090332031,0.05125117301940918,4.571143372774125,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750655.158084,0.6740741729736328,99.834,1200.0,877.0,100.0,90.35530090332031,0.05124545097351074,5.116038352489472,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
1773750655.211552,0.7275421619415283,137.106,1200.0,877.0,100.0,90.35530090332031,0.05346798896789551,7.330782095432281,prefill,,req-c5177485-1e8c-4b90-af09-9be7d77ccdbb,2.2594198869996944,16.73141983100004,3692,512,2091.2722936758996,4.084516198585741
