timestamp,time_offset,power_w,gpu_clock_mhz,mem_clock_mhz,util_gpu_pct,util_mem_pct,time_interval,energy_j,phase,event,request_id,ttft_s,total_duration_s,prompt_tokens,output_tokens,total_energy_j,j_per_output_token
1773750514.9816635,0.00012755393981933594,63.924,1530.0,877.0,91.0,89.02473449707031,0.05,3.1962,prefill,,req-6d3b7b2f-a085-4a05-b803-68de638378c9,0.051718846000312624,13.03430771300009,548,512,2409.335990479422,4.705734356405121
1773750515.0333004,0.051764488220214844,189.553,1530.0,877.0,66.0,89.02473449707031,0.05163693428039551,9.78793580365181,decode,TTFT,req-6d3b7b2f-a085-4a05-b803-68de638378c9,0.051718846000312624,13.03430771300009,548,512,2409.335990479422,4.705734356405121
1773750515.0852618,0.10372591018676758,186.407,1530.0,877.0,66.0,89.02473449707031,0.051961421966552734,9.685972784519196,decode,,req-6d3b7b2f-a085-4a05-b803-68de638378c9,0.051718846000312624,13.03430771300009,548,512,2409.335990479422,4.705734356405121
1773750515.1365488,0.155012845993042,183.982,1530.0,877.0,66.0,89.02473449707031,0.051286935806274414,9.435873023509979,decode,,req-6d3b7b2f-a085-4a05-b803-68de638378c9,0.051718846000312624,13.03430771300009,548,512,2409.335990479422,4.705734356405121
1773750515.1878047,0.2062687873840332,177.19,1530.0,877.0,94.0,89.02473449707031,0.05125594139099121,9.082040255069732,decode,,req-6d3b7b2f-a085-4a05-b803-68de638378c9,0.051718846000312624,13.03430771300009,548,512,2409.335990479422,4.705734356405121
1773750515.2390485,0.25751256942749023,175.851,1530.0,877.0,94.0,89.02473449707031,0.05124378204345703,9.011270316123962,decode,,req-6d3b7b2f-a085-4a05-b803-68de638378c9,0.051718846000312624,13.03430771300009,548,512,2409.335990479422,4.705734356405121
1773750515.290304,0.30876803398132324,178.16,1530.0,877.0,94.0,89.02473449707031,0.05125546455383301,9.131673564910889,decode,,req-6d3b7b2f-a085-4a05-b803-68de638378c9,0.051718846000312624,13.03430771300009,548,512,2409.335990479422,4.705734356405121
1773750515.3417523,0.3602163791656494,176.588,1530.0,877.0,90.0,89.02473449707031,0.05144834518432617,9.085160379409789,decode,,req-6d3b7b2f-a085-4a05-b803-68de638378c9,0.051718846000312624,13.03430771300009,548,512,2409.335990479422,4.705734356405121
1773750515.3930135,0.41147756576538086,178.043,1530.0,877.0,90.0,89.02473449707031,0.051261186599731445,9.126695445775987,decode,,req-6d3b7b2f-a085-4a05-b803-68de638378c9,0.051718846000312624,13.03430771300009,548,512,2409.335990479422,4.705734356405121
1773750515.444285,0.46274900436401367,178.16,1530.0,877.0,90.0,89.02473449707031,0.05127143859863281,9.134519500732422,decode,,req-6d3b7b2f-a085-4a05-b803-68de638378c9,0.051718846000312624,13.03430771300009,548,512,2409.335990479422,4.705734356405121
1773750515.4955733,0.5140373706817627,179.497,1530.0,877.0,90.0,89.02473449707031,0.05128836631774902,9.206107888936998,decode,,req-6d3b7b2f-a085-4a05-b803-68de638378c9,0.051718846000312624,13.03430771300009,548,512,2409.335990479422,4.705734356405121
