timestamp,time_offset,power_w,gpu_clock_mhz,mem_clock_mhz,util_gpu_pct,util_mem_pct,util_pct,time_interval,energy_j
1773749952.3947015,0.0002586841583251953,36.698,1200,877,0,0,0,0.01,0.36698000000000003
1773749952.40623,0.011787176132202148,39.111,1200,877,0,0,0,0.011528491973876953,0.45089084959030146
1773749952.4176097,0.023166894912719727,39.111,1200,877,0,0,0,0.011379718780517578,0.44507218122482295
1773749952.428263,0.033820152282714844,82.377,1200,877,0,0,0,0.010653257369995117,0.8775833823680877
1773749952.439473,0.04503011703491211,82.377,1200,877,0,0,0,0.011209964752197266,0.9234432663917541
1773749952.4500341,0.05559134483337402,84.324,1200,877,0,0,0,0.010561227798461914,0.8905649728775025
1773749952.4612467,0.0668039321899414,119.618,1200,877,0,0,0,0.011212587356567383,1.341227274417877
1773749952.4728281,0.0783853530883789,119.618,1200,877,0,0,0,0.0115814208984375,1.3853464050292967
1773749952.483479,0.08903622627258301,160.317,1200,877,0,0,0,0.010650873184204102,1.707516036272049
1773749952.4986863,0.10424351692199707,160.317,1200,877,0,0,0,0.015207290649414062,2.4379872150421145
1773749952.5092442,0.11480140686035156,96.915,1200,877,58,4,58,0.010557889938354492,1.0232179033756257
1773749952.5204544,0.12601161003112793,89.619,1200,877,58,4,58,0.011210203170776367,1.0046471979618072
1773749952.534882,0.14043927192687988,89.619,1200,877,58,4,58,0.014427661895751953,1.2929926314353943
1773749952.5454845,0.15104174613952637,209.14,1200,877,58,4,58,0.010602474212646484,2.2174014568328855
1773749952.5584357,0.16399288177490234,209.14,1200,877,58,4,58,0.012951135635375977,2.7086005067825316
1773749952.5690076,0.17456483840942383,112.892,1200,877,58,4,58,0.010571956634521484,1.1934893283843995
1773749952.5802443,0.18580150604248047,112.892,1200,877,58,4,58,0.01123666763305664,1.2685298824310303
1773749952.5909736,0.19653081893920898,89.678,1200,877,58,4,58,0.010729312896728516,0.9621833219528197
1773749952.6021762,0.2077333927154541,142.841,1200,877,58,4,58,0.011202573776245117,1.600186840772629
