timestamp,time_offset,power_w,gpu_clock_mhz,mem_clock_mhz,util_gpu_pct,util_mem_pct,util_pct,time_interval,energy_j
1773668810.7092013,0.0002052783966064453,53.139,1530,877,0,0,0,0.01,0.53139
1773668810.7205122,0.011516094207763672,53.174,1530,877,0,0,0,0.011310815811157227,0.6014413199424744
1773668810.7317626,0.022766590118408203,53.174,1530,877,0,0,0,0.011250495910644531,0.5982338695526123
1773668810.742365,0.033368825912475586,53.104,1530,877,0,0,0,0.010602235794067383,0.5630211296081543
1773668810.7535815,0.044585466384887695,57.965,1530,877,0,0,0,0.01121664047241211,0.650172564983368
1773668810.7660503,0.05705428123474121,57.965,1530,877,0,0,0,0.012468814849853516,0.7227548527717591
1773668810.7766562,0.06766009330749512,83.617,1530,877,0,0,0,0.010605812072753906,0.8868261880874634
1773668810.7887917,0.07979559898376465,83.617,1530,877,0,0,0,0.012135505676269531,1.0147345781326294
1773668810.799391,0.09039497375488281,86.587,1530,877,0,0,0,0.010599374771118164,0.9177680633068085
1773668810.8106055,0.10160946846008301,86.587,1530,877,0,0,0,0.011214494705200195,0.9710294530391693
1773668810.8211918,0.11219573020935059,86.587,1530,877,0,0,0,0.010586261749267578,0.9166326460838318
1773668810.832427,0.12343096733093262,86.587,1530,877,0,0,0,0.011235237121582031,0.9728254766464234
1773668810.842983,0.1339869499206543,91.87,1530,877,0,0,0,0.01055598258972168,0.9697781205177307
1773668810.854197,0.1452009677886963,89.074,1530,877,0,0,0,0.011214017868041992,0.9988774275779724
1773668810.8664796,0.15748357772827148,89.074,1530,877,0,0,0,0.012282609939575195,1.0940611977577208
1773668810.8770375,0.16804146766662598,87.501,1530,877,0,0,0,0.010557889938354492,0.9238259274959565
1773668810.889174,0.18017792701721191,87.501,1530,877,0,0,0,0.012136459350585938,1.0619523296356201
1773668810.8998406,0.19084453582763672,89.016,1530,877,0,0,0,0.010666608810424805,0.9494988498687744
1773668810.91109,0.20209383964538574,89.016,1530,877,92,14,92,0.011249303817749023,1.0013680286407471
1773668810.9302151,0.22121906280517578,65.256,1530,877,92,14,92,0.01912522315979004,1.2480355625152588
